-1006.35,31.74,40.53,38.07,-87.69
-988.28,18.07,46.39,21.28,-87.31
-982.91,16.11,48.83,18.26,-87.16
-991.70,9.77,42.97,12.80,-87.52
-993.65,24.90,50.78,26.12,-87.07
-990.23,31.25,55.18,29.53,-86.81
-1004.88,29.30,44.43,33.40,-87.47
-998.54,30.27,47.36,32.59,-87.28
-984.86,23.93,48.83,26.10,-87.16
-1002.93,23.93,52.25,24.61,-87.02
-1016.60,10.25,45.41,12.72,-87.44
-1001.46,16.60,49.32,18.60,-87.18
-1003.91,28.81,55.18,27.57,-86.85
-988.28,25.88,48.83,27.92,-87.17
-1000.49,25.39,42.97,30.58,-87.54
-998.05,33.69,51.27,33.31,-87.06
-991.70,28.81,49.80,30.05,-87.12
-986.82,10.25,39.55,14.53,-87.70
-1001.95,25.39,46.88,28.44,-87.32
-987.30,19.04,66.41,16.00,-86.15
-997.56,16.11,43.46,20.34,-87.51
-997.07,26.37,53.71,26.15,-86.92
-1000.49,20.51,51.76,21.61,-87.04
-1012.21,26.37,55.66,25.35,-86.85
-995.12,19.53,49.80,21.41,-87.13
-997.07,35.64,48.83,36.13,-87.20
-986.82,26.37,47.85,28.86,-87.22
-1004.39,24.90,47.85,27.49,-87.27
-992.19,33.20,49.80,33.69,-87.13
-1000.49,20.51,46.88,23.63,-87.32
-1018.55,21.97,43.46,26.82,-87.56
-999.51,16.11,45.41,19.54,-87.40
-1000.98,21.00,44.43,25.29,-87.46
-995.12,16.11,42.97,20.56,-87.53
-1010.74,26.37,59.57,23.88,-86.63
-989.75,26.37,48.83,28.37,-87.18
-997.07,36.62,47.36,37.71,-87.28
-1000.49,33.20,53.71,31.72,-86.93
-1000.00,35.16,46.39,37.16,-87.34
-1003.91,24.41,45.41,28.26,-87.41
-995.12,10.74,52.73,11.51,-86.97
-994.63,15.63,59.08,14.81,-86.60
-990.23,21.00,51.27,22.27,-87.04
-999.51,26.37,48.83,28.37,-87.20
-1005.86,23.44,44.43,27.81,-87.47
-1004.39,38.57,43.95,41.28,-87.49
-1000.00,28.81,44.43,32.96,-87.46
-998.05,21.48,41.99,27.10,-87.59
-994.63,34.67,46.39,36.77,-87.33
-1004.39,18.07,50.29,19.76,-87.13
-1008.30,17.09,51.76,18.27,-87.06
-1001.95,32.23,42.48,37.18,-87.57
-992.19,35.64,49.32,35.86,-87.15
-1006.35,25.88,48.83,27.92,-87.22
-991.70,19.04,41.02,24.90,-87.63
-1012.70,19.04,46.88,22.11,-87.35
-997.56,21.00,45.90,24.58,-87.37
-995.12,15.14,49.80,16.91,-87.13
-1001.46,25.39,42.48,30.87,-87.57
-995.12,29.79,44.92,33.55,-87.42
-1009.28,36.62,49.32,36.60,-87.20
-997.07,6.35,48.83,7.41,-87.20
-989.26,25.39,50.29,26.79,-87.09
-996.58,30.27,52.25,30.09,-87.00
-1008.79,28.32,41.50,34.31,-87.64
-986.82,21.00,50.78,22.46,-87.05
-999.02,26.37,45.90,29.88,-87.37
-1000.00,34.67,63.96,28.46,-86.34
-1001.95,26.37,57.62,24.59,-86.71
-997.07,32.71,47.85,34.36,-87.25
-996.58,20.51,60.55,18.71,-86.52
-1001.95,25.88,52.73,26.14,-86.99
-990.72,32.23,48.83,33.42,-87.18
-1001.46,19.53,47.36,22.41,-87.29
-991.21,15.63,42.48,20.19,-87.55
-1007.81,21.48,45.41,25.32,-87.42
-994.14,21.48,48.83,23.75,-87.19
-1000.00,27.34,53.71,26.98,-86.93
-998.05,36.62,48.83,36.87,-87.20
-992.68,26.86,42.48,32.30,-87.55
-1007.32,19.04,43.46,23.66,-87.53
-993.16,27.83,48.34,29.93,-87.21
-1004.39,28.81,48.83,30.54,-87.22
-996.58,21.00,43.46,25.79,-87.50
-994.14,35.64,45.41,38.13,-87.38
-999.02,21.48,39.06,28.81,-87.76
-985.35,28.81,59.57,25.81,-86.54
-991.70,36.13,49.32,36.23,-87.15
-1003.91,22.95,44.92,27.06,-87.44
-994.14,21.97,47.36,24.89,-87.27
-1007.32,36.62,51.27,35.54,-87.09
-1004.39,21.97,42.48,27.35,-87.58
-997.07,28.81,53.22,28.43,-86.94
-999.02,26.86,43.46,31.72,-87.51
-1004.39,28.32,44.92,32.23,-87.44
-994.63,28.32,50.29,29.38,-87.11
-994.63,26.86,48.34,29.05,-87.22
-995.61,24.90,53.71,24.87,-86.91
-986.33,18.55,43.46,23.12,-87.48
-1014.16,28.81,51.76,29.10,-87.08
-1000.98,34.18,56.64,31.11,-86.76
-991.21,32.71,48.34,34.09,-87.21
-994.14,16.11,58.11,15.50,-86.65
-1003.42,27.34,43.46,32.18,-87.52
-998.54,31.74,52.25,31.28,-87.00
-993.16,15.63,41.99,20.41,-87.58
